Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Nome_Fundo_Classe;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Fundo_Nao_Listado_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email;Data_Encerramento_Trimestre
Classe;35.765.907/0001-26;2025-03-31;1;2025-05-15;GOLGI FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-04-01;INVESTIDOR QUALIFICADO;;27667025.1806;Não;Não;Não;Renda;Logística;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;35765907000126;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;http://www.mafdtvm.com.br/;infolegal@apexgroup.com;2025-03-31
Classe;35.819.314/0001-03;2025-03-31;1;2025-05-15;JIVE ATIVOS IMOBILIÁRIOS III - FII;2020-07-24;INVESTIDOR QUALIFICADO;;510252278.914261;Não;Não;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Não;Sim;Não;Não;Sim;MODAL D.T.V.M. LTDA;35819314000103;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;http://www.mafdtvm.com.br/;infolegal@apexgroup.com;2025-03-31
Classe;35.820.768/0001-96;2025-03-31;1;2025-05-15;ZION CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2020-05-08;INVESTIDORES EM GERAL;BRZIFICTF000;47485;Não;Não;Não;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;35820768000196;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br;2025-03-31
Classe;35.864.448/0001-38;2025-03-31;1;2025-05-14;KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2020-10-28;INVESTIDORES EM GERAL;BRKNSCCTF008;202202385;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;35864448000138;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br;2025-03-31
Classe;35.880.201/0001-05;2025-03-31;1;2025-05-15;DARP JIVE FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-12-11;INVESTIDOR QUALIFICADO;;373790297.2601;Não;Não;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Não;Sim;Não;Não;Sim;MAF D.T.V.M. AS;35880201000105;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;http://www.mafdtvm.com.br/;infolegal@apexgroup.com;2025-03-31
Fundo;35.940.506/0001-65;2025-03-31;1;2025-05-15;PLATINIUM XXI FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-11-05;INVESTIDOR PROFISSIONAL;1;3458205.74636258;Não;Sim;Não;Renda;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;MASTER SA CCTVM;35940506000165;PRAIA DE BOTAFOGO;228;1702;BOTAFOGO;RIO DE JANEIRO;RJ;2250906;(21)38201700;;;www.mastercctvm.com.br;contabilidade.fundos@mastercctvm.com.br;2025-03-31
Fundo;36.098.375/0001-83;2025-03-31;1;2025-05-14;BTSP I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2020-03-13;INVESTIDORES EM GERAL;BRBTSGCTF005;775015;Não;Não;Não;Híbrido;Logística;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;36098375000183;Avenida Barbacena;1219;21º andar;Santo Agostinho;Belo Horizonte;MG;30190131;(31) 3614-5332;;;http://www.bancointer.com.br/inter-dtvm;ri.fii@interdtvm.com.br;2025-03-31
Classe;36.200.654/0001-06;2025-03-31;1;2025-05-15;VINCI FULWOOD DESENV LOGÍSTICO FUNDO DE INVEST IMOBILIÁRIO;2021-02-25;INVESTIDOR QUALIFICADO;BR06X4CTF005;3473516.71726542;Não;Não;Não;Renda;Logística;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BRL TRUST DTVM S.A.;36200654000106;Rua Alves Guimarães;1212;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com;2025-03-31
Classe;36.200.701/0001-11;2025-03-31;1;2025-05-15;TELLUS DESENVOLVIMENTO LOGISTICO FII;2021-07-08;INVESTIDORES EM GERAL;BRTELDCTF001;470116.0242;Não;Não;Não;Desenvolvimento para Venda;Híbrido;Ativa;Determinado;2029-11-24;31/12;Não;Não;Sim;Não;Não;BRL TRUST DTVM S.A.;36200701000111;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com;2025-03-31
Classe;36.244.015/0001-42;2025-03-31;1;2025-05-15;VERSALHES RECEBÍVEIS IMOBILIÁRIOS - FII;2020-01-21;INVESTIDORES EM GERAL;BRVSLHCTF008;29864091;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;36244015000142;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;05425020;1130307177;;;www.vortx.com.br;regulatorio.funds@vortx.com.br;2025-03-31
Classe;36.258.924/0001-30;2025-03-31;1;2025-05-14;PIEMONTE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-05-20;INVESTIDOR QUALIFICADO;0;71.89;Não;Não;Sim;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;SEFER INVESTIMENTOS DTVM LTDA.;36258924000130;Avenida Brigadeiro Faria Lima;3900;CJ 601;Itaim Bibi;São Paulo;SP;04538-132;11 3113-0060;11 3113-0069;;www.seferinvestimentos.com.br;compliance@seferinvestimentos.com.br;2025-03-31
Fundo;36.293.425/0001-83;2025-03-31;1;2025-05-14;INTER TEVA ÍNDICE DE TIJOLO - FII;2020-08-31;INVESTIDORES EM GERAL;BRITITCTF004;900494;Não;Não;Não;Renda;Títulos e Val. Mob.;Passiva;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;36293425000183;Avenida Barbacena;1219;21º andar;Santo Agostinho;Belo Horizonte;MG;30190131;(31) 3614-5332;;;https://www.bancointer.com.br/inter-dtvm/;ri.fii@interdtvm.com.br;2025-03-31
Classe;36.312.025/0001-78;2025-03-31;1;2025-05-15;POSITIVO III FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2021-07-08;INVESTIDOR PROFISSIONAL;0;217698.68712673;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;36312025000178;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br;2025-03-31
Fundo;36.312.772/0001-06;2025-03-31;1;2025-05-14;INTER TEVA ÍNDICE DE PAPEL - FII;2021-02-23;INVESTIDORES EM GERAL;BRITIPCTF002;748151;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Passiva;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;36312772000106;Avenida Barbacena;1219;21º andar;Santo Agostinho;Belo Horizonte;MG;30190131;(31) 3614-5332;;;https://www.bancointer.com.br/inter-dtvm/;ri.fii@interdtvm.com.br;2025-03-31
Classe;36.368.925/0001-37;2025-03-31;1;2025-05-15;TRX REAL ESTATE II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2020-03-16;INVESTIDORES EM GERAL;BRTRXBCTF002;3413849;Não;Não;Não;Títulos e Valores Mobiliários;Híbrido;Passiva;Determinado;2035-03-16;31/12;Sim;Não;Não;Sim;Não;BRL TRUST DTVM S.A.;36368925000137;Rua Alves Guimaraes;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com;2025-03-31
Classe;36.420.742/0001-13;2025-03-31;1;2025-05-12;TANTOU FII RESPONSABILIDADE LIMITADA.;2021-02-09;INVESTIDOR PROFISSIONAL;;5686242.57;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;OURIBANK S.A. BANCO MULTIPLO;36420742000113;Avenida Paulista;1728;Sobreloja,2º, 3º, 4º, 5º e 7º andares;Bela Vista;São Paulo;SP;01310-919;(11) 4081-4402;(11) 4081-4576;(11) 4081-4444;https://www.ouribank.com/;fundos.imobiliarios@ourinvest.com.br;2025-03-31
Classe;36.445.551/0001-06;2025-03-31;1;2025-05-13;YUCA FII;2020-11-09;INVESTIDOR PROFISSIONAL;BRYUFICTF008;492650;Não;Não;Não;Renda;Residencial;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BRL TRUST DTVM S.A.;36445551000106;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com;2025-03-31
Classe;36.445.587/0001-90;2025-03-31;1;2025-05-15;VINCI IMOVEIS URBANOS FUNDO DE INVESTIMENTO IMOBILIARIO;2021-05-28;INVESTIDORES EM GERAL;BRVIURCTF009;26946220;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BRL TRUST DTVM S.A.;36445587000190;Rua Alves Guimarães;1212;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com;2025-03-31
Classe;36.501.128/0001-86;2025-03-31;1;2025-05-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX;2020-10-02;INVESTIDORES EM GERAL;BRRZTRCTF003;18851720;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;BANCO GENIAL S.A.;36501128000186;PRAIA DE BOTAFOGO;228;SALA 907;BOTAFOGO;RIO DE JANEIRO;RJ;22250906;(21)3923-3000;;;www.bancogenial.com;middleadm@genialinvestimentos.com.br;2025-03-31
Classe;36.501.159/0001-37;2025-03-31;2;2025-05-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO HBC RENDA URBANA;2020-12-30;INVESTIDORES EM GERAL;BRHBCRR02M18;1600000;Não;Não;Não;Desenvolvimento para Renda;Outros;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BANCO GENIAL S.A.;36501159000137;PRAIA DE BOTAFOGO;228;sala 907;BOTAFOGO;RIO DE JANEIRO;RJ;22250906;(11) 3524-8888;;;www.bancogenial.com;middleadm@bancogenial.com;2025-03-31
Classe;36.501.181/0001-87;2025-03-31;2;2025-06-26;JFL LIVING FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-12-11;INVESTIDORES EM GERAL;BRJFLLCTF002;1500598;Não;Não;Não;Renda;Residencial;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BANCO GENIAL S.A.;36501181000187;PRAIA DE BOTAFOGO;228;SL 907;BOTAFOGO;RIO DE JANEIRO;RJ;22250-906;(21) 3923300;;;www.bancogenial.com;middleadm@genialinvestimentos.com.br;2025-03-31
Classe;36.501.198/0001-34;2025-03-31;1;2025-05-14;GENIAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-12-11;INVESTIDORES EM GERAL;BRPLOGCTF001;750000;Não;Não;Não;Renda;Logística;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.;36501198000134;PRAIA DE BOTAFOGO;228;SL 907;BOTAFOGO;RIO DE JANEIRO;RJ;22250040;(21) 3923-3000;;;www.bancogenial.com;middleadm@genialinvestimentos.com.br;2025-03-31
Classe;36.501.210/0001-00;2025-03-31;1;2025-05-02;BARRA MALLS FUNDO DE INVESTIMENTO IMOBILIARIO;2021-08-20;INVESTIDORES EM GERAL;BRBTMLCTF008;1135160;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;RJI CTVM LTDA;36501210000100;AVENIDA RIO BRANCO;138;4º ANDAR - SALA 402;CENTRO;RIO DE JANEIRO;RJ;20040-002;21 3500-4514;;;www.rjicv.com.br;controladoria.fundos@rjicv.com.br;2025-03-31
Classe;36.501.233/0001-15;2025-03-31;1;2025-05-15;CYRELA CRÉDITO - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-12-11;INVESTIDORES EM GERAL;BRCYCRCTF004;36549445;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;BANCO GENIAL S.A.;36501233000115;PRAIA DE BOTAFOGO;228;SALA 907;BOTAFOGO;RIO DE JANEIRO;RJ;22250-906;(21) 3923300;;;www.bancogenial.com;middleadm@genialinvestimentos.com.br;2025-03-31
Classe;36.501.249/0001-28;2025-03-31;1;2025-05-15;LWTC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-12-29;INVESTIDOR PROFISSIONAL;;237059.3374;Não;Não;Não;Renda;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BANCO GENIAL S.A.;36501249000128;PRAIA DE BOTAFOGO;228;SALA 907;BOTAFOGO;RIO DE JANEIRO;RJ;22250-906;(21) 3923-3000;;;www.bancogenial.com;middleadm@genialinvestimentos.com;2025-03-31
Classe;36.517.660/0001-91;2025-03-31;1;2025-05-14;RIO BRAVO RENDA RESIDENCIAL FII;2020-03-02;INVESTIDORES EM GERAL;BRRBRSCTF006;1734299;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;36517660000191;AVENIDA CHEDID JAFET;222;Conjunto 32 - Bloco B;VILA OLÍMPIA;SÃO PAULO;SP;04551065;11 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2025-03-31
Classe;36.532.530/0001-28;2025-03-31;1;2025-05-15;ALDEOTA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2023-09-04;INVESTIDOR PROFISSIONAL;BR0I6HCTF003;3600;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;36532530000128;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br;2025-03-31
Fundo;36.615.915/0001-59;2025-03-31;1;2025-05-15;JBFO FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-10-05;INVESTIDOR QUALIFICADO;BRJBFOCTF007;1279070;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;36615915000159;Núcleo Cidade de Deus, S/N, Prédio Prata - 4º Andar, Vl Yara, s/n, - Centro;s/n;;Vila Yara;Osasco;SP;06029-900;(11) 3684-4522;;;www.bradescobemdtvm.com.br;bemdtvm@bradesco.com.br;2025-03-31
Classe;36.642.219/0001-31;2025-03-31;1;2025-05-15;RIZA AKIN FUNDO DE INVESTIMENTO IMOBILIARIO FII;2020-12-21;INVESTIDORES EM GERAL;BRRZAKCTF008;8807885;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3445;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2025-03-31
Classe;36.642.244/0001-15;2025-03-31;2;2025-05-20;FUNDO DE INVESTIMENTO IMOBILIARIO BTG PACTUAL AGRO LOGISTICA;2021-01-28;INVESTIDORES EM GERAL;BRBTALCTF003;5982736;Não;Não;Não;Renda;Outros;Ativa;Indeterminado;;30/06;Não;Não;Sim;Não;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2025-03-31
Classe;36.642.275/0001-76;2025-03-31;1;2025-05-13;FUNDO DE INVESTIMENTO IMOBILIARIO FII RBR DESENVOLVIMENTO IV;2020-11-19;INVESTIDOR QUALIFICADO;BR0JWICTF003;2623752;Não;Não;Não;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;30/06;Não;Não;Sim;Não;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3445;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2025-03-31
Classe;36.642.293/0001-58;2025-03-31;1;2025-05-12;AF INVEST CRI FII;2021-03-03;INVESTIDORES EM GERAL;BRAFHICTF005;4555618;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3445;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2025-03-31
Classe;36.642.311/0001-00;2025-03-31;1;2025-05-14;BTG PACTUAL REAL ESTATE PRIME OPPORTUNITIES FII;2020-10-28;INVESTIDOR PROFISSIONAL;BR0LNLCTF002;1664575;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2025-03-31
Classe;36.655.973/0001-06;2025-03-31;1;2025-05-14;MAUA CAPITAL REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIARIO;2021-06-14;INVESTIDORES EM GERAL;BRMCHYCTF004;111598921;Não;Não;Não;;Títulos e Val. Mob.;;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2025-03-31
Classe;36.669.535/0001-05;2025-03-31;1;2025-05-15;VÊNUS - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-11-20;INVESTIDORES EM GERAL;BRSALICTF000;79565;Não;Não;Não;Renda;Outros;Passiva;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;36669535000105;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;05425-020;11 3030-7300;;;www.vortx.com.br;regulatorio.funds@vortx.com.br;2025-03-31
Classe;36.669.660/0001-07;2025-03-31;1;2025-05-14;KILIMA FUNDO DE INV EM COTAS DE FII SUNO 30;2020-10-08;INVESTIDOR QUALIFICADO;BRKISUCTF000;44196050;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BRL TRUST DTVM S.A.;36669660000107;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com;2025-03-31
Classe;36.673.421/0001-20;2025-03-31;1;2025-05-15;MEZANINO ESTRUTURADO FUNDO DE INVESTIMENTO IMOBILIARIO;2021-12-29;INVESTIDOR QUALIFICADO;;73104.22498998;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;36673421000120;Rua Gilberto Sabino;215;4º andar;Pinheiros;SÃO PAULO;SP;01452-000;11 3030-7300;;;www.vortx.com.br;regulatorio.funds@vortx.com.br;2025-03-31
Fundo;36.731.458/0001-68;2025-03-31;1;2025-05-03;KRONOS FUNDO DE INVESTIMENTO IMOBILIARIO;2020-05-27;INVESTIDOR PROFISSIONAL;;47229.25642576;Sim;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;36731458000168;AV PRES JUSCELINO KUBITSCHEK;1726;19 ANDAR;VILA NOVA CONCEICAO;SÃO PAULO;SP;04543000;11 4637 6633;;;WWW.IDSF.COM.BR;administracao@idsf.com.br;2025-03-31
Fundo;36.741.215/0001-00;2025-03-31;1;2025-05-13;STRUAN - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-03-16;INVESTIDORES EM GERAL;0;31151216.5090424;Não;Não;Não;Títulos e Valores Mobiliários;Outros;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA;36741215000100;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;compliance@reag.com.br;2025-03-31
Classe;36.771.692/0001-19;2025-03-31;1;2025-05-15;VALORA HEDGE;2021-02-26;INVESTIDORES EM GERAL;BRVGHFCTF005;164721683;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;BANCO DAYCOVAL S/A;36771692000119;Avenida Paulista;1793;2º andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;4090-2223;3138-4061;www.daycoval.com.br;informes.regulatorios@bancodaycoval.com.br;2025-03-31
Classe;36.814.809/0001-02;2025-03-31;1;2025-05-15;R CAP 1810 FUNDO DE FUNDOS - FUNDO DE INVEST IMOBILIÁRIO;2021-06-30;INVESTIDOR PROFISSIONAL;BRXBXOCTF001;3042600;Não;Não;Não;Renda;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;TERRA INVESTIMENTOS DTVM LTDA;36814809000102;RUA JOAQUIM FLORIANO;100;5 ANDAR;ITAIM BIBI;SÃO PAULO;SP;04534-000;(11) 3165-6000;;;www.monetar.com.br;admfundos@terrainvestimentos.com.br;2025-03-31
Classe;36.846.817/0001-22;2025-03-31;1;2025-05-15;APOLLO 11 FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-09-28;INVESTIDOR QUALIFICADO;000000000000;6300.4678;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Sim;Não;Sim;Não;BANCO DAYCOVAL S/A;36846817000122;Avenida Paulista;1793;2º andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;4090-2223;3138-4061;www.daycoval.com.br;informes.regulatorios@bancodaycoval.com.br;2025-03-31
Classe;36.885.948/0001-19;2025-03-31;1;2025-05-14;RADOMA 16 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2020-12-04;INVESTIDOR PROFISSIONAL;0;33248.410892;Não;Não;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA;36885948000119;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br;2025-03-31
Classe;36.885.989/0001-05;2025-03-31;1;2025-05-15;ABEL 33 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2020-12-04;INVESTIDOR PROFISSIONAL;0;62224.168128;Não;Não;Não;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA;36885989000105;Avenida Brigadeiro Faria Lima;2277;17º andar;Jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br;2025-03-31
Fundo;36.930.464/0001-44;2025-03-31;1;2025-05-14;BTSP II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2021-06-01;INVESTIDORES EM GERAL;BRBTSICTF001;5314092;Não;Não;Não;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;36930464000144;Avenida Barbacena;1219;21º andar;Santo Agostinho;Belo Horizonte;MG;30190131;(31) 3614-5332;;;http://www.bancointer.com.br/inter-dtvm;ri.fii@interdtvm.com.br;2025-03-31
Classe;36.969.658/0001-53;2025-03-31;1;2025-05-12;ENERGY RESORT FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-11-10;INVESTIDORES EM GERAL;0;762015.93313343;Não;Não;Não;Títulos e Valores Mobiliários;Outros;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;36969658000153;Avenida Brigadeiro Faria Lima;2277;17º andar;Jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br;2025-03-31
