CNPJ_Fundo_Classe,Data_Referencia,Versao,Nome_Ativo,Principais_Caracteristicas,Valor,CNPJ_Fundo
,2017-12-29,1,Paulinea do Brasil,"Residencial, localizado em Paulínea que possui a sétima maior renda per capta do Brasil segundo o IBGE",12908604.0,16.543.270/0001-89
,2017-12-29,1,Ralin Participações LTDA,"Composta pelas empresas Recanto do Sossego, Mirante da Serra e Vale da Palmeiras",56981204.0,16.543.270/0001-89
,2017-12-29,1,SPE Santo André,23km ao norte de Porto Seguro,10234045.0,16.543.270/0001-89
,2017-12-29,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01,16.543.270/0001-89
,2017-12-29,1,Terras Empreendimentos,"Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito,MG)",18315820.85,16.543.270/0001-89
,2017-12-29,1,West Convention,"19 pavimento, sendo, 03 subsolos de garagem, térreo com recepção e restaurante, 01 com sala e centro de convenções, 13 pavimentos tipo e cobertura com piscina, bar e academia",2240000.0,16.543.270/0001-89
,2017-03-31,1,Terra Santa Cemitério Parque,Jazigos,5935466.13,16.915.968/0001-88
,2017-06-30,4,Terra Santa Cemitério Parque,Jazigos,5849455.0,16.915.968/0001-88
,2017-03-31,1,"Rua Coronel Luis Barroso 151, Santo Amaro - São Paulo, SP","Aquisição dos direitos aquisitivos do imóvel, com receita de aluguel já securitizada anteriormente ao nosso investimento.",5962585.01,17.198.404/0001-34
,2017-06-30,3,0,0,0.0,17.590.518/0001-25
,2017-09-30,2,0,0,0.0,17.590.518/0001-25
,2017-12-31,4,0,0,0.0,17.590.518/0001-25
,2017-03-31,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 59.298, 50.906, 50.907, 50.908, 50.909, 50.910, 50.911 e 50.912, 50.941 e 50.844, todas do Oficial de Registro de Imóveis de Suzano - Estado de São Paulo), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",654520.0,21.500.514/0001-86
,2017-03-31,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 66.411 e 66.412 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",99720000.0,21.500.514/0001-86
,2017-03-31,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrícula 105.367 do 2º Oficial de Registro de Imóveis, Títulos e Documentos e Civil de Pessoa Jurídica da Comarca de Guarulhos-SP), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",14314007.78,21.500.514/0001-86
,2017-03-31,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto  (matrícula 85.516 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",13899725.04,21.500.514/0001-86
,2017-06-30,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 59.298, 50.906, 50.907, 50.908, 50.909, 50.910, 50.911 e 50.912, 50.941 e 50.844, todas do Oficial de Registro de Imóveis de Suzano - Estado de São Paulo), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",654520.0,21.500.514/0001-86
,2017-06-30,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 66.411 e 66.412 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",99720000.0,21.500.514/0001-86
,2017-06-30,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrícula 105.367 do 2º Oficial de Registro de Imóveis, Títulos e Documentos e Civil de Pessoa Jurídica da Comarca de Guarulhos-SP), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",17728104.83,21.500.514/0001-86
,2017-06-30,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto  (matrícula 85.516 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",16311476.38,21.500.514/0001-86
,2017-09-30,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 59.298, 50.906, 50.907, 50.908, 50.909, 50.910, 50.911 e 50.912, 50.941 e 50.844, todas do Oficial de Registro de Imóveis de Suzano - Estado de São Paulo), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",33377367.91,21.500.514/0001-86
,2017-09-30,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 66.411 e 66.412 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",103735208.0,21.500.514/0001-86
,2017-09-30,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrícula 105.367 do 2º Oficial de Registro de Imóveis, Títulos e Documentos e Civil de Pessoa Jurídica da Comarca de Guarulhos-SP), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",24721265.24,21.500.514/0001-86
,2017-09-30,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto  (matrícula 85.516 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",21257201.63,21.500.514/0001-86
,2017-12-31,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 59.298, 50.906, 50.907, 50.908, 50.909, 50.910, 50.911 e 50.912, 50.941 e 50.844, todas do Oficial de Registro de Imóveis de Suzano - Estado de São Paulo), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",33377367.91,21.500.514/0001-86
,2017-12-31,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 66.411 e 66.412 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",103735208.0,21.500.514/0001-86
,2017-12-31,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrícula 105.367 do 2º Oficial de Registro de Imóveis, Títulos e Documentos e Civil de Pessoa Jurídica da Comarca de Guarulhos-SP), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",24753158.44,21.500.514/0001-86
,2017-12-31,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto  (matrícula 85.516 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",21279353.2,21.500.514/0001-86
,2017-03-31,1,Direito de uso de superficie do imóvel,"Diretio de superfície da parte ideal medindo 60.473,66 m² da área de terreno do imóvel objeto da matricula nº 10.569 (lote 3) e da parte ideal medindo 188.829,72m² da área de terreno do imóvel objeto da matrícula nº 10.570 (lote 4) e das áreas remanescentes de 121.100,05 m² do lote 3 e 29.995,47 m² do lote 4. A escritura de superfície cedeu, a título orenoso e pro prazo determinado, o direito de superfície sobre os imóveis para o fundo, de forma que este passará a receber os aluguéis e deverá prover, mediante o preço de diretio de superfície, os recursos necessários para que a propietária arque com os custos de construção do centro de distribução.",114878000.0,23.740.575/0001-46
,2017-06-30,1,Direito de uso de superficie do imóvel,"Diretio de superfície da parte ideal medindo 60.473,66 m² da área de terreno do imóvel objeto da matricula nº 10.569 (lote 3) e da parte ideal medindo 188.829,72m² da área de terreno do imóvel objeto da matrícula nº 10.570 (lote 4) e das áreas remanescentes de 121.100,05 m² do lote 3 e 29.995,47 m² do lote 4. A escritura de superfície cedeu, a título orenoso e pro prazo determinado, o direito de superfície sobre os imóveis para o fundo, de forma que este passará a receber os aluguéis e deverá prover, mediante o preço de diretio de superfície, os recursos necessários para que a propietária arque com os custos de construção do centro de distribução.",114610834.36,23.740.575/0001-46
,2017-09-30,1,Direito de uso de superficie do imóvel,"Diretio de superfície da parte ideal medindo 60.473,66 m² da área de terreno do imóvel objeto da matricula nº 10.569 (lote 3) e da parte ideal medindo 188.829,72m² da área de terreno do imóvel objeto da matrícula nº 10.570 (lote 4) e das áreas remanescentes de 121.100,05 m² do lote 3 e 29.995,47 m² do lote 4. A escritura de superfície cedeu, a título orenoso e pro prazo determinado, o direito de superfície sobre os imóveis para o fundo, de forma que este passará a receber os aluguéis e deverá prover, mediante o preço de diretio de superfície, os recursos necessários para que a propietária arque com os custos de construção do centro de distribução.",117302490.65,23.740.575/0001-46
,2017-03-31,1,Hospital e Maternicade Brasil,Direito de Usufruto pelo prazo de 264 meses,199644743.47,23.781.211/0001-04
,2017-03-31,1,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,145934498.84,23.781.211/0001-04
,2017-03-31,1,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,248440105.65,23.781.211/0001-04
,2017-03-31,1,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,139389953.54,23.781.211/0001-04
,2017-03-31,1,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,61841085.88,23.781.211/0001-04
,2017-06-30,1,Hospital e Maternicade Brasil,Direito de Usufruto pelo prazo de 264 meses,197258551.33,23.781.211/0001-04
,2017-06-30,1,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,144197183.39,23.781.211/0001-04
,2017-06-30,1,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,245911596.15,23.781.211/0001-04
,2017-06-30,1,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,137841176.27,23.781.211/0001-04
,2017-06-30,1,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,61153962.7,23.781.211/0001-04
,2017-09-30,1,Hospital e Maternicade Brasil,Direito de Usufruto pelo prazo de 264 meses,197258551.33,23.781.211/0001-04
,2017-09-30,1,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,144197183.39,23.781.211/0001-04
,2017-09-30,1,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,245911596.15,23.781.211/0001-04
,2017-09-30,1,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,137841176.27,23.781.211/0001-04
,2017-09-30,1,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,61153962.7,23.781.211/0001-04
,2017-12-31,1,Hospital e Maternicade Brasil,Direito de Usufruto pelo prazo de 264 meses,192486167.05,23.781.211/0001-04
,2017-12-31,1,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,140722552.49,23.781.211/0001-04
,2017-12-31,1,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,242611231.72,23.781.211/0001-04
,2017-12-31,1,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,135720942.97,23.781.211/0001-04
,2017-12-31,1,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,60311241.84,23.781.211/0001-04
,2017-09-30,1,My Joy,Quotas da Nicolau de Souza Queiroz Empreendimento SPE Ltda.que dá ao fundo o direito dos futuros recebíveis da alienação do imóvel de acordo com o contrato firmado entre o fundo e o a RCB - Incorporação e Participações Ltda.,1700000.0,27.293.689/0001-46
,2017-09-30,1,Árbore,"Quotas da Benedito de Almeida Empreendimentos Imobiliários SPE Ltda que dá ao fundo o direito dos recebíveis mensais, de acordo com a tabela estabelecida no contrato, que a SPE recebe.",1600000.0,27.293.689/0001-46
,2017-12-31,1,My Joy,Quotas da Nicolau de Souza Queiroz Empreendimento SPE Ltda.que dá ao fundo o direito dos futuros recebíveis da alienação do imóvel de acordo com o contrato firmado entre o fundo e o a RCB - Incorporação e Participações Ltda.,1700000.0,27.293.689/0001-46
,2017-12-31,1,Árbore,"Quotas da Benedito de Almeida Empreendimentos Imobiliários SPE Ltda que dá ao fundo o direito dos recebíveis mensais, de acordo com a tabela estabelecida no contrato, que a SPE recebe.",1600000.0,27.293.689/0001-46
,2017-12-31,3,Não aplicável,Não aplicável,0.0,28.152.272/0001-26
,2016-12-31,1,Villaggio Panamby,"As contas a receber pela venda de lotes, conforme Escritura de Promessa de Compra e Venda Sob Condições Suspensivas, firmada em 29 e 30 de setembro de 1995, são atualizadas pela variação do IGP-M e, a partir da assinatura das Escrituras de Confissão de Dívida, atualizadas pela variação do IGP-M, acrescidas de juros anuais de 12%. Quando do ""habite-se"" do empreendimento, a dívida confessada é novada e substituída pelo direito de participação na receita de venda das unidades construídas. Os percentuais de participação na receita de venda são definidos nas Escrituras de Confissão de Dívida.",1177795.56,00.613.094/0001-74
,2016-12-31,1,Dique Seco,Arrend Mercantil Financeiro,288163976.13,03.855.441/0001-63
,2016-12-31,1,Vitória,Arrend Mercantil Financeiro,816021775.59,03.855.441/0001-63
,2016-12-31,1,Santos,Arrend Mercantil Financeiro,618866643.87,03.855.441/0001-63
,2016-12-31,1,não aplicavel,não aplicavel,0.0,07.583.627/0001-61
,2016-12-31,1,Queimados 3 Negócios Imobiliários S.A.,Ações ( Sociedade de Propósito Específico),22989999.94,13.555.918/0001-49
,2016-12-31,1,Agera Negócios Imobiliários S.A,Ações ( Sociedade de Propósito Específico),13009000.21,13.555.918/0001-49
,2016-12-31,2,Estanteria Pouso Alegre,benfeitorias em imóvel de terceiros,4011321.28,13.568.181/0001-07
,2016-12-31,1,Queimados Negócios Imobiliários S.A.,Ações ( Sociedade de Propósito Específico),33533130.58,14.069.202/0001-02
,2016-12-31,1,Queimados 2 Negócios Imobiliários S.A.,Ações ( Sociedade de Propósito Específico),44179950.0,14.074.721/0001-50
,2016-12-31,1,Direito de superficie,"Direito de superfície sobre o terreno objeto da matrícula nº 41.269 com área de 3.546,82m² que possui (i) um prédio de 4 andares (ii) um prédio de apoio (iii) um prédio destinado ao hospital (iv) um edifício garagem (v) uma área de circulação. Atualmente a propietária desenvolve atividades hospitalares no imóvel e está aprovando na prefeitura o projeto para a realização de algumas obras, dentre elas a demolição do prédio antigo, a construção de um novo prédio e a reforma do hospital pela superficiária. As partes também acordaram que a superficiária realizará os investimentos necessários para a realização das obras e locará o imóvel em carater atípico para a propietária. O direito de superfície teve início em 03/03/2015 e vigorará pelo prazo de 10 anos.",8023063.63,14.786.587/0001-10
,2016-12-31,1,Paulinea do Brasil,"Residencial, localizado em Paulínea que possui a sétima maior renda per capta do Brasil segundo o IBGE",11359491.68,16.543.270/0001-89
,2016-12-31,1,Ralin Participações LTDA,"Composta pelas empresas Recanto do Sossego, Mirante da Serra e Vale da Palmeiras",44651404.85,16.543.270/0001-89
,2016-12-31,1,Máxima Realty,Sociedade com Banco Máxima e Grupo Multipar,7943994.79,16.543.270/0001-89
,2016-12-31,1,SPE Santo André,23km ao norte de Porto Seguro,8605994.36,16.543.270/0001-89
,2016-12-31,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01,16.543.270/0001-89
,2016-12-31,1,Terras Empreendimentos,"Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito,MG)",16739175.86,16.543.270/0001-89
,2016-12-31,1,West Convention,"19 pavimento, sendo, 03 subsolos de garagem, térreo com recepção e restaurante, 01 com sala e centro de convenções, 13 pavimentos tipo e cobertura com piscina, bar e academia",2240000.0,16.543.270/0001-89
,2016-12-31,1,Terra Santa Cemitério Parque,Jazigos,5842488.88,16.915.968/0001-88
,2016-12-31,1,"Rua Coronel Luis Barroso 151, Santo Amaro - São Paulo, SP","Aquisição dos direitos aquisitivos do imóvel, com receita de aluguel já securitizada anteriormente ao nosso investimento.",5962585.01,17.198.404/0001-34
,2016-12-31,2,0,0,0.0,17.590.518/0001-25
,2016-12-31,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 59.298, 50.906, 50.907, 50.908, 50.909, 50.910, 50.911 e 50.912, 50.941 e 50.844, todas do Oficial de Registro de Imóveis de Suzano - Estado de São Paulo), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",654520.0,21.500.514/0001-86
,2016-12-31,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 66.411 e 66.412 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",99720000.0,21.500.514/0001-86
,2016-12-31,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrícula 105.367 do 2º Oficial de Registro de Imóveis, Títulos e Documentos e Civil de Pessoa Jurídica da Comarca de Guarulhos-SP), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",173587.83,21.500.514/0001-86
,2016-12-31,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto  (matrícula 85.516 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",9331553.6,21.500.514/0001-86
,2016-12-31,1,Direito de uso de superficie do imóvel,"Diretio de superfície da parte ideal medindo 60.473,66 m² da área de terreno do imóvel objeto da matricula nº 10.569 (lote 3) e da parte ideal medindo 188.829,72m² da área de terreno do imóvel objeto da matrícula nº 10.570 (lote 4) e das áreas remanescentes de 121.100,05 m² do lote 3 e 29.995,47 m² do lote 4. A escritura de superfície cedeu, a título orenoso e pro prazo determinado, o direito de superfície sobre os imóveis para o fundo, de forma que este passará a receber os aluguéis e deverá prover, mediante o preço de diretio de superfície, os recursos necessários para que a propietária arque com os custos de construção do centro de distribução.                                                                                    .",115569213.99,23.740.575/0001-46
,2016-12-31,1,Hospital e Maternicade Brasil,Direito de Usufruto pelo prazo de 264 meses,202030935.61,23.781.211/0001-04
,2016-12-31,1,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,147671814.29,23.781.211/0001-04
,2016-12-31,1,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,250968615.15,23.781.211/0001-04
,2016-12-31,1,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,140938730.81,23.781.211/0001-04
,2016-12-31,1,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,62528209.06,23.781.211/0001-04
,2018-03-31,1,Villaggio Panamby,"As contas a receber pela venda de lotes, conforme Escritura de Promessa de Compra e Venda Sob Condições Suspensivas, firmada em 29 e 30 de setembro de 1995, são atualizadas pela variação do IGP-M e, a partir da assinatura das Escrituras de Confissão de Dívida, atualizadas pela variação do IGP-M, acrescidas de juros anuais de 12%. Quando do ""habite-se"" do empreendimento, a dívida confessada é novada e substituída pelo direito de participação na receita de venda das unidades construídas. Os percentuais de participação na receita de venda são definidos nas Escrituras de Confissão de Dívida.",979329.07,00.613.094/0001-74
,2018-06-30,1,Villaggio Panamby,"As contas a receber pela venda de lotes, conforme Escritura de Promessa de Compra e Venda Sob Condições Suspensivas, firmada em 29 e 30 de setembro de 1995, são atualizadas pela variação do IGP-M e, a partir da assinatura das Escrituras de Confissão de Dívida, atualizadas pela variação do IGP-M, acrescidas de juros anuais de 12%. Quando do ""habite-se"" do empreendimento, a dívida confessada é novada e substituída pelo direito de participação na receita de venda das unidades construídas. Os percentuais de participação na receita de venda são definidos nas Escrituras de Confissão de Dívida.",979329.07,00.613.094/0001-74
,2018-09-30,1,Villaggio Panamby,"As contas a receber pela venda de lotes, conforme Escritura de Promessa de Compra e Venda Sob Condições Suspensivas, firmada em 29 e 30 de setembro de 1995, são atualizadas pela variação do IGP-M e, a partir da assinatura das Escrituras de Confissão de Dívida, atualizadas pela variação do IGP-M, acrescidas de juros anuais de 12%. Quando do ""habite-se"" do empreendimento, a dívida confessada é novada e substituída pelo direito de participação na receita de venda das unidades construídas. Os percentuais de participação na receita de venda são definidos nas Escrituras de Confissão de Dívida.",979329.07,00.613.094/0001-74
,2018-12-31,1,Villaggio Panamby,"As contas a receber pela venda de lotes, conforme Escritura de Promessa de Compra e Venda Sob Condições Suspensivas, firmada em 29 e 30 de setembro de 1995, são atualizadas pela variação do IGP-M e, a partir da assinatura das Escrituras de Confissão de Dívida, atualizadas pela variação do IGP-M, acrescidas de juros anuais de 12%. Quando do ""habite-se"" do empreendimento, a dívida confessada é novada e substituída pelo direito de participação na receita de venda das unidades construídas. Os percentuais de participação na receita de venda são definidos nas Escrituras de Confissão de Dívida.",568134.51,00.613.094/0001-74
,2018-03-31,1,Dique Seco,Arrend Mercantil Financeiro,129289825.21,03.855.441/0001-63
,2018-03-31,1,Vitória,Arrend Mercantil Financeiro,794761732.11,03.855.441/0001-63
,2018-03-31,1,Santos,Arrend Mercantil Financeiro,610582795.8,03.855.441/0001-63
,2018-06-30,1,Vitória,Arrend Mercantil Financeiro,776562698.27,03.855.441/0001-63
,2018-06-30,1,Santos,Arrend Mercantil Financeiro,626782044.95,03.855.441/0001-63
,2018-09-30,1,Vitória,Arrend Mercantil Financeiro,763957785.19,03.855.441/0001-63
,2018-09-30,1,Santos,Arrend Mercantil Financeiro,648309366.19,03.855.441/0001-63
,2018-12-31,1,Vitória,Arrend Mercantil Financeiro,682642488.42,03.855.441/0001-63
,2018-12-31,1,Santos,Arrend Mercantil Financeiro,568669917.68,03.855.441/0001-63
,2018-03-31,1,Não Aplicavel,Não Aplicavel,0.0,07.583.627/0001-61
,2018-06-30,1,Não Aplicavel,Não Aplicavel,0.0,07.583.627/0001-61
,2018-09-30,1,Não Aplicavel,Não Aplicavel,0.0,07.583.627/0001-61
,2018-12-31,1,Não Aplicavel,Não Aplicavel,0.0,07.583.627/0001-61
,2018-03-31,1,Estanteria Pouso Alegre,benfeitorias em imóvel de terceiros,4011321.28,13.568.181/0001-07
,2018-06-30,1,Estanteria Pouso Alegre,benfeitorias em imóvel de terceiros,4011321.28,13.568.181/0001-07
,2018-09-28,1,Estanteria Pouso Alegre,benfeitorias em imóvel de terceiros,4011321.28,13.568.181/0001-07
,2018-12-31,1,Estanteria Pouso Alegre,benfeitorias em imóvel de terceiros,4011321.28,13.568.181/0001-07
,2018-03-29,2,Cemitério Morumby,131 Jazigos,1703000.0,13.584.584/0001-31
,2018-03-29,2,Cemitério Terra Santa,900 Jazigos,4500000.0,13.584.584/0001-31
,2018-03-29,2,Cemitério Terra Santa,2000 Jazigos,10000000.0,13.584.584/0001-31
,2018-03-29,2,Cemitério Parque da Allamandas,2300 Jazigos,13800000.0,13.584.584/0001-31
,2018-06-29,2,Cemitério Morumby,131 Jazigos,1703000.0,13.584.584/0001-31
,2018-06-29,2,Cemitério Terra Santa,900 Jazigos,4500000.0,13.584.584/0001-31
,2018-06-29,2,Cemitério Terra Santa,2000 Jazigos,10000000.0,13.584.584/0001-31
,2018-09-28,1,Cemitério Morumby,131 Jazigos,1703000.0,13.584.584/0001-31
,2018-09-28,1,Cemitério Terra Santa,900 Jazigos,4500000.0,13.584.584/0001-31
,2018-09-28,1,Cemitério Terra Santa,2000 Jazigos,10000000.0,13.584.584/0001-31
,2018-12-31,1,Cemitério Morumby,131 Jazigos,1703000.0,13.584.584/0001-31
,2018-12-31,1,Cemitério Terra Santa,943 Jazigos,14616500.0,13.584.584/0001-31
,2018-12-31,1,Cemitério Terra Santa,2000 Jazigos,10000000.0,13.584.584/0001-31
,2018-03-29,1,Dir. Real Sol-Fran,"Direito aquisitivo sobre 19 unidades residenciais, hipotecadas para garantia do financiamento da SPE desenvolvedora do projeto.",1168285.36,14.423.780/0001-97
,2018-03-29,1,Dir. Real Tiner Comp,"Direito aquisitivo sobre 57 unidades residenciais, hipotecadas para garantia do financiamento da SPE incorporadora",13683379.58,14.423.780/0001-97
,2018-06-29,1,Dir. Real Sol-Fran,"Direito aquisitivo sobre 19 unidades residenciais, hipotecadas para garantia do financiamento da SPE desenvolvedora do projeto.",1168285.36,14.423.780/0001-97
,2018-06-29,1,Dir. Real Tiner Comp,"Direito aquisitivo sobre 57 unidades residenciais, hipotecadas para garantia do financiamento da SPE incorporadora",12663673.27,14.423.780/0001-97
,2018-09-28,1,Dir. Real Sol-Fran,"Direito aquisitivo sobre 19 unidades residenciais, hipotecadas para garantia do financiamento da SPE desenvolvedora do projeto.",727080.12,14.423.780/0001-97
,2018-09-28,1,Dir. Real Tiner Comp,"Direito aquisitivo sobre 57 unidades residenciais, hipotecadas para garantia do financiamento da SPE incorporadora",11249403.48,14.423.780/0001-97
,2018-12-31,1,Dir. Real Sol-Fran,"Direito aquisitivo sobre 19 unidades residenciais, hipotecadas para garantia do financiamento da SPE desenvolvedora do projeto.",621821.85,14.423.780/0001-97
,2018-12-31,1,Dir. Real Tiner Comp,"Direito aquisitivo sobre 57 unidades residenciais, hipotecadas para garantia do financiamento da SPE incorporadora",10684192.16,14.423.780/0001-97
,2018-03-31,1,Direito de superficie,"Direito de superfície sobre o terreno objeto da matrícula nº 41.269 com área de 3.546,82m² que possui (i) um prédio de 4 andares (ii) um prédio de apoio (iii) um prédio destinado ao hospital (iv) um edifício garagem (v) uma área de circulação. Atualmente a propietária desenvolve atividades hospitalares no imóvel e está aprovando na prefeitura o projeto para a realização de algumas obras, dentre elas a demolição do prédio antigo, a construção de um novo prédio e a reforma do hospital pela superficiária. As partes também acordaram que a superficiária realizará os investimentos necessários para a realização das obras e locará o imóvel em carater atípico para a propietária. O direito de superfície teve início em 03/03/2015 e vigorará pelo prazo de 10 anos.",8023063.63,14.786.587/0001-10
,2018-06-30,1,Direito de superficie,"Direito de superfície sobre o terreno objeto da matrícula nº 41.269 com área de 3.546,82m² que possui (i) um prédio de 4 andares (ii) um prédio de apoio (iii) um prédio destinado ao hospital (iv) um edifício garagem (v) uma área de circulação. Atualmente a propietária desenvolve atividades hospitalares no imóvel e está aprovando na prefeitura o projeto para a realização de algumas obras, dentre elas a demolição do prédio antigo, a construção de um novo prédio e a reforma do hospital pela superficiária. As partes também acordaram que a superficiária realizará os investimentos necessários para a realização das obras e locará o imóvel em carater atípico para a propietária. O direito de superfície teve início em 03/03/2015 e vigorará pelo prazo de 10 anos.",51086984.54,14.786.587/0001-10
,2018-09-30,1,Direito de superficie,"Direito de superfície sobre o terreno objeto da matrícula nº 41.269 com área de 3.546,82m² que possui (i) um prédio de 4 andares (ii) um prédio de apoio (iii) um prédio destinado ao hospital (iv) um edifício garagem (v) uma área de circulação. Atualmente a propietária desenvolve atividades hospitalares no imóvel e está aprovando na prefeitura o projeto para a realização de algumas obras, dentre elas a demolição do prédio antigo, a construção de um novo prédio e a reforma do hospital pela superficiária. As partes também acordaram que a superficiária realizará os investimentos necessários para a realização das obras e locará o imóvel em carater atípico para a propietária. O direito de superfície teve início em 03/03/2015 e vigorará pelo prazo de 10 anos.",51086984.54,14.786.587/0001-10
,2018-12-31,1,Direito de superficie,"Direito de superfície sobre o terreno objeto da matrícula nº 41.269 com área de 3.546,82m² que possui (i) um prédio de 4 andares (ii) um prédio de apoio (iii) um prédio destinado ao hospital (iv) um edifício garagem (v) uma área de circulação. Atualmente a propietária desenvolve atividades hospitalares no imóvel e está aprovando na prefeitura o projeto para a realização de algumas obras, dentre elas a demolição do prédio antigo, a construção de um novo prédio e a reforma do hospital pela superficiária. As partes também acordaram que a superficiária realizará os investimentos necessários para a realização das obras e locará o imóvel em carater atípico para a propietária. O direito de superfície teve início em 03/03/2015 e vigorará pelo prazo de 10 anos.",51086984.54,14.786.587/0001-10
,2018-12-31,1,não há,não há,,15.489.509/0001-17
,2018-03-30,1,Paulinea do Brasil,,13704107.7,16.543.270/0001-89
,2018-03-30,1,Ralin Participações LTDA,"Composta pelas empresas Recanto do Sossego, Mirante da Serra e Vale da Palmeiras",76720843.06,16.543.270/0001-89
,2018-03-30,1,SPE Santo André,23km ao norte de Porto Seguro,11708475.94,16.543.270/0001-89
,2018-03-30,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01,16.543.270/0001-89
,2018-03-30,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MG),20049973.0,16.543.270/0001-89
,2018-03-30,1,Vereda dos Lagos,Loteamento de 420 lotes de 500m distribuidos em um area bruta total de 354.701m,34917000.0,16.543.270/0001-89
