CNPJ_Fundo_Classe,Data_Referencia,Versao,Classe,Nome_Endereco_Imovel,Justificativa_Evolucao_Inferior_Previsto,Justificativa_Custo_Superior_Previsto,CNPJ_Fundo
40.041.723/0001-53,2021-06-30,1,Imóveis para renda em construção,Iconyc,Não se aplica,Não se aplica,
40.041.723/0001-53,2021-06-30,1,Imóveis para renda em construção,Atmosfera Vila Mariana,Não se aplica,Não se aplica,
40.041.723/0001-53,2021-06-30,1,Imóveis para renda em construção,Cyrela For You,Não se aplica,Não se aplica,
40.041.723/0001-53,2021-09-30,1,Imóveis para renda em construção,Atmosfera Vila Mariana,Não se aplica,Não se aplica,
40.041.723/0001-53,2021-09-30,1,Imóveis para renda em construção,Iconyc,Não se aplica,Não se aplica,
40.041.723/0001-53,2021-09-30,1,Imóveis para renda em construção,Cyrela For You,Não se aplica,Não se aplica,
40.041.723/0001-53,2021-09-30,1,Imóveis para renda em construção,Cyrela On The Parc By Yoo,Não se aplica,Não se aplica,
40.041.723/0001-53,2021-12-31,1,Imóveis para renda em construção,Iconyc,Não se aplica,Não se aplica,
40.041.723/0001-53,2021-12-31,1,Imóveis para renda em construção,Cyrela On The Parc By Yoo,Não se aplica,Não se aplica,
40.041.723/0001-53,2021-12-31,1,Imóveis para renda em construção,Cyrela For You,Não se aplica,Não se aplica,
40.041.723/0001-53,2021-12-31,1,Imóveis para renda em construção,Atmosfera Vila Mariana,Não se aplica,Não se aplica,
41.922.239/0001-04,2021-12-31,1,Imóveis para renda em construção,-,-,-,
43.862.625/0001-75,2021-12-31,1,Imóveis para venda em construção,nada,nada,nada,
,2019-03-29,3,Imóveis para venda em construção,Costa Mare,Alteração no projeto,,01.235.622/0001-61
,2019-03-29,3,Imóveis para venda em construção,Ícono Parque,Dificuldade na execução das fundações,,01.235.622/0001-61
,2019-03-29,3,Imóveis para venda em construção,Highline Square,Alteração no projeto,,01.235.622/0001-61
,2019-06-28,3,Imóveis para venda em construção,Highline Square,,No total do custo pago estão consideradas as compras adiantadas sem respectivo avanço físico.,01.235.622/0001-61
,2019-06-28,3,Imóveis para venda em construção,The Gallery,,As obras acabaram de iniciar.,01.235.622/0001-61
,2019-06-28,3,Imóveis para venda em construção,Hub - Coliving,Atraso devido ao serviço de arqueologia inicial por conta dos baldrames,,01.235.622/0001-61
,2019-06-28,3,Imóveis para venda em construção,Costa Mare,,"Avanço físico real está superior ao avanço previsto, consequentemente o custo correspondente também.",01.235.622/0001-61
,2019-06-28,3,Imóveis para renda em construção,,,,01.235.622/0001-61
,2019-06-28,3,Imóveis para venda em construção,Ícono Parque,"Atraso devido a estruturas encontradas no terreno, chuvas e alteração dos tamanhos das estacas.",,01.235.622/0001-61
,2019-09-30,2,Imóveis para venda em construção,Highline Square,,No total do custo pago estão consideradas as compras adiantadas sem respectivo avanço físico.,01.235.622/0001-61
,2019-09-30,2,Imóveis para venda em construção,The Gallery,,As obras acabaram de iniciar.,01.235.622/0001-61
,2019-09-30,2,Imóveis para venda em construção,Ícono Parque,"Atraso devido a estruturas encontradas no terreno, chuvas e alteração dos tamanhos das estacas.",,01.235.622/0001-61
,2019-09-30,2,Imóveis para renda em construção,,,,01.235.622/0001-61
,2019-09-30,2,Imóveis para venda em construção,Hub - Coliving,Atraso devido ao serviço de arqueologia inicial por conta dos baldrames,,01.235.622/0001-61
,2019-09-30,2,Imóveis para venda em construção,Costa Mare,,"Avanço físico real está superior ao avanço previsto, consequentemente o custo correspondente também.",01.235.622/0001-61
,2019-12-31,2,Imóveis para renda em construção,,,,01.235.622/0001-61
,2019-12-31,2,Imóveis para venda em construção,Hub - Coliving,Atraso devido ao serviço de arqueologia inicial por conta dos baldrames,,01.235.622/0001-61
,2019-12-31,2,Imóveis para venda em construção,Highline Square,,No total do custo pago estão consideradas as compras adiantadas sem respectivo avanço físico.,01.235.622/0001-61
,2019-12-31,2,Imóveis para venda em construção,Ícono Parque,"Atraso devido a estruturas encontradas no terreno, chuvas e alteração dos tamanhos das estacas.",,01.235.622/0001-61
,2019-12-31,2,Imóveis para venda em construção,The Gallery,,As obras acabaram de iniciar.,01.235.622/0001-61
,2019-12-31,2,Imóveis para venda em construção,Costa Mare,,"Avanço físico real está superior ao avanço previsto, consequentemente o custo correspondente também.",01.235.622/0001-61
,2019-03-31,1,Imóveis para renda em construção,Laboratório de Fluidos,,,03.855.441/0001-63
,2019-03-31,1,Imóveis para venda em construção,Laboratório de Fluidos,,,03.855.441/0001-63
,2019-06-30,1,Imóveis para renda em construção,Laboratório de Fluidos,,,03.855.441/0001-63
,2019-09-30,1,Imóveis para renda em construção,Laboratório de Fluidos,,,03.855.441/0001-63
,2019-12-31,1,Imóveis para renda em construção,Laboratório de Fluidos,,,03.855.441/0001-63
,2019-03-31,1,Imóveis para renda em construção,Não Aplicavel,Não Aplicavel,Não Aplicavel,07.583.627/0001-61
,2019-03-31,1,Imóveis para venda em construção,Não aplicavel,Não aplicavel,Não aplicavel,07.583.627/0001-61
,2019-06-30,1,Imóveis para renda em construção,Não Aplicavel,Não Aplicavel,Não Aplicavel,07.583.627/0001-61
,2019-06-30,1,Imóveis para venda em construção,Não aplicavel,Não aplicavel,Não aplicavel,07.583.627/0001-61
,2019-09-30,1,Imóveis para venda em construção,Não aplicavel,Não aplicavel,Não aplicavel,07.583.627/0001-61
,2019-09-30,1,Imóveis para renda em construção,Não Aplicavel,Não Aplicavel,Não Aplicavel,07.583.627/0001-61
,2019-12-31,1,Imóveis para renda em construção,Não Aplicavel,Não Aplicavel,Não Aplicavel,07.583.627/0001-61
,2019-12-31,1,Imóveis para venda em construção,Não aplicavel,Não aplicavel,Não aplicavel,07.583.627/0001-61
,2019-03-31,1,Imóveis para renda em construção,Expansão Lubrax,,,08.417.532/0001-30
,2019-06-30,1,Imóveis para renda em construção,Expansão Lubrax,,,08.417.532/0001-30
,2019-09-30,1,Imóveis para renda em construção,Expansão Lubrax,,,08.417.532/0001-30
,2019-12-31,1,Imóveis para renda em construção,Expansão Lubrax,,,08.417.532/0001-30
,2019-03-31,1,Imóveis para renda em construção,Power Shopping Centerminas,"O andamento das atividades são planejadas de acordo com premissas de receitas, cujos valores estimados não aconteceram conforme previsto, fato que acarretou o atraso no andamento físico da obra.",Não se aplica,11.044.355/0001-07
,2019-06-30,1,Imóveis para renda em construção,Power Shopping Centerminas,"O andamento das atividades são planejadas de acordo com premissas de receitas, cujos valores estimados não aconteceram conforme previsto, fato que acarretou o atraso no andamento físico da obra.",Não se aplica,11.044.355/0001-07
,2019-09-30,1,Imóveis para renda em construção,Power Shopping Centerminas,"O andamento das atividades são planejadas de acordo com premissas de receitas, cujos valores estimados não aconteceram conforme previsto, fato que acarretou o atraso no andamento físico da obra.","Aumento do custo indireto, devido ao aumento no prazo de execução.",11.044.355/0001-07
,2019-12-31,1,Imóveis para renda em construção,Power Shopping Centerminas,"O andamento das atividades são planejadas de acordo com premissas de receitas, cujos valores estimados não aconteceram conforme previsto, fato que acarretou o atraso no andamento físico da obra.","Aumento do custo indireto, devido ao aumento no prazo de execução.",11.044.355/0001-07
,2019-03-31,1,Imóveis para renda em construção,Ag. Raposo,Obras em finalização.,não há,12.681.340/0001-04
,2019-06-30,1,Imóveis para renda em construção,Ag. Raposo,Obras em finalização.,não há,12.681.340/0001-04
,2019-09-30,1,Imóveis para renda em construção,Ag. Raposo,Obras em finalização.,não há,12.681.340/0001-04
,2019-12-31,1,Imóveis para renda em construção,Ag. Raposo,Obras em finalização.,não há,12.681.340/0001-04
,2019-03-31,1,Imóveis para renda em construção,Imóvel 4,Não se aplica,Não se aplica,12.811.222/0001-73
,2019-03-31,1,Imóveis para renda em construção,Imóvel 5,Não se aplica,Não se aplica,12.811.222/0001-73
,2019-03-31,1,Imóveis para renda em construção,Imóvel 1,Não se aplica,Não se aplica,12.811.222/0001-73
,2019-03-31,1,Imóveis para renda em construção,Imóvel 2,Não se aplica,Não se aplica,12.811.222/0001-73
,2019-03-31,1,Imóveis para renda em construção,Imóvel 3,Não se aplica,Não se aplica,12.811.222/0001-73
,2019-06-30,1,Imóveis para renda em construção,Imóvel 3,Não se aplica,Não se aplica,12.811.222/0001-73
,2019-06-30,1,Imóveis para renda em construção,Imóvel 2,Não se aplica,Não se aplica,12.811.222/0001-73
,2019-06-30,1,Imóveis para renda em construção,Imóvel 4,Não se aplica,Não se aplica,12.811.222/0001-73
,2019-06-30,1,Imóveis para renda em construção,Imóvel 5,Não se aplica,Não se aplica,12.811.222/0001-73
,2019-06-30,1,Imóveis para renda em construção,Imóvel 1,Não se aplica,Não se aplica,12.811.222/0001-73
,2019-09-30,1,Imóveis para renda em construção,Imóvel 1,Não se aplica,Não se aplica,12.811.222/0001-73
,2019-09-30,1,Imóveis para renda em construção,Imóvel 2,Não se aplica,Não se aplica,12.811.222/0001-73
,2019-09-30,1,Imóveis para renda em construção,Imóvel 3,Não se aplica,Não se aplica,12.811.222/0001-73
,2019-09-30,1,Imóveis para renda em construção,Imóvel 4,Não se aplica,Não se aplica,12.811.222/0001-73
,2019-09-30,1,Imóveis para renda em construção,Imóvel 5,Não se aplica,Não se aplica,12.811.222/0001-73
,2019-12-31,1,Imóveis para renda em construção,Imóvel 4,Não se aplica,Não se aplica,12.811.222/0001-73
,2019-12-31,1,Imóveis para renda em construção,Imóvel 5,Não se aplica,Não se aplica,12.811.222/0001-73
,2019-12-31,1,Imóveis para renda em construção,Imóvel 3,Não se aplica,Não se aplica,12.811.222/0001-73
,2019-12-31,1,Imóveis para renda em construção,Imóvel 1,Não se aplica,Não se aplica,12.811.222/0001-73
,2019-12-31,1,Imóveis para renda em construção,Imóvel 2,Não se aplica,Não se aplica,12.811.222/0001-73
,2019-03-29,1,Imóveis para venda em construção,Porto Vida Residencial,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.,12.989.974/0001-29
,2019-03-29,1,Imóveis para renda em construção,Porto Vista,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.,12.989.974/0001-29
,2019-03-29,1,Imóveis para renda em construção,Pátio da Marítima Torre II,O início da construção pelo incorporador depende de condições mercadológicas ,O FII PM não arca com custo de construção.,12.989.974/0001-29
,2019-06-28,1,Imóveis para venda em construção,Porto Vida Residencial,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.,12.989.974/0001-29
,2019-06-28,1,Imóveis para renda em construção,Porto Vista,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.,12.989.974/0001-29
,2019-06-28,1,Imóveis para renda em construção,Pátio da Marítima Torre II,O início da construção pelo incorporador depende de condições mercadológicas ,O FII PM não arca com custo de construção.,12.989.974/0001-29
,2019-09-30,1,Imóveis para renda em construção,Pátio da Marítima Torre II,O início da construção pelo incorporador depende de condições mercadológicas ,O FII PM não arca com custo de construção.,12.989.974/0001-29
,2019-09-30,1,Imóveis para renda em construção,Porto Vista,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.,12.989.974/0001-29
,2019-09-30,1,Imóveis para venda em construção,Porto Vida Residencial,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.,12.989.974/0001-29
,2019-12-31,1,Imóveis para renda em construção,Pátio da Marítima Torre II,O início da construção pelo incorporador depende de condições mercadológicas ,O FII PM não arca com custo de construção.,12.989.974/0001-29
,2019-12-31,1,Imóveis para venda em construção,Porto Vida Residencial,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.,12.989.974/0001-29
,2019-12-31,1,Imóveis para renda em construção,Porto Vista,A obra encontra-se paralisada e o cronograma sob revisão.,O FII PM não arca com custo de construção.,12.989.974/0001-29
,2019-03-29,1,Imóveis para renda em construção,Não se aplica,Não se aplica,Não se aplica,13.584.584/0001-31
,2019-06-28,1,Imóveis para renda em construção,Não se aplica,Não se aplica,Não se aplica,13.584.584/0001-31
,2019-09-30,1,Imóveis para renda em construção,Não se aplica,Não se aplica,Não se aplica,13.584.584/0001-31
,2019-12-31,1,Imóveis para renda em construção,Não se aplica,Não se aplica,Não se aplica,13.584.584/0001-31
,2019-03-31,1,Imóveis para renda em construção,AQ3 LOG Queimados,,,14.069.202/0001-02
,2019-09-30,1,Imóveis para venda em construção,ICONO PARQUE,Andamento da obra em linha com o previsto,,14.788.458/0001-61
,2019-12-31,1,Imóveis para venda em construção,ICONO PARQUE,Andamento da obra em linha com o previsto,,14.788.458/0001-61
,2019-03-29,1,Imóveis para renda em construção,3 Centros de Convenções no Hotel Royal Tulip,,,15.461.076/0001-91
,2019-03-29,1,Imóveis para renda em construção,02 unidades tipo bangalôs Hotel Resort Txai Terravista,,,15.461.076/0001-91
,2019-03-29,1,Imóveis para renda em construção,14 unidades Tipo Villas no Hotel Resort  Txai Terravista.,,,15.461.076/0001-91
,2019-03-29,1,Imóveis para renda em construção,34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ,,,15.461.076/0001-91
,2019-03-29,1,Imóveis para renda em construção,64 Unidades Standard no Hotel  Royal Tulip,,,15.461.076/0001-91
,2019-03-29,1,Imóveis para renda em construção,51 Unidades  Master no Hotel  Royal Tulip,,,15.461.076/0001-91
,2019-06-28,1,Imóveis para renda em construção,51 Unidades  Master no Hotel,,,15.461.076/0001-91
,2019-06-28,1,Imóveis para renda em construção,3 Centros de Convenções no Hotel,,,15.461.076/0001-91
,2019-06-28,1,Imóveis para renda em construção,02 unidades tipo bangalôs Hotel Resort Txai Terravista,,,15.461.076/0001-91
,2019-06-28,1,Imóveis para renda em construção,34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ,,,15.461.076/0001-91
,2019-06-28,1,Imóveis para renda em construção,14 unidades Tipo Villas no Hotel Resort  Txai Terravista.,,,15.461.076/0001-91
,2019-06-28,1,Imóveis para renda em construção,64 Unidades Standard no Hotel,,,15.461.076/0001-91
,2019-09-30,1,Imóveis para renda em construção,3 Centros de Convenções no Hotel,,,15.461.076/0001-91
,2019-09-30,1,Imóveis para renda em construção,64 Unidades Standard no Hotel,,,15.461.076/0001-91
,2019-09-30,1,Imóveis para renda em construção,51 Unidades  Master no Hotel,,,15.461.076/0001-91
,2019-09-30,1,Imóveis para renda em construção,34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ,,,15.461.076/0001-91
,2019-09-30,1,Imóveis para renda em construção,02 unidades tipo bangalôs Hotel Resort Txai Terravista,,,15.461.076/0001-91
,2019-09-30,1,Imóveis para renda em construção,14 unidades Tipo Villas no Hotel Resort  Txai Terravista.,,,15.461.076/0001-91
,2019-12-31,1,Imóveis para renda em construção,14 unidades Tipo Villas no Hotel Resort  Txai Terravista.,,,15.461.076/0001-91
,2019-12-31,1,Imóveis para renda em construção,3 Centros de Convenções no Hotel,,,15.461.076/0001-91
,2019-12-31,1,Imóveis para renda em construção,51 Unidades  Master no Hotel,,,15.461.076/0001-91
,2019-12-31,1,Imóveis para renda em construção,64 Unidades Standard no Hotel,,,15.461.076/0001-91
,2019-12-31,1,Imóveis para renda em construção,02 unidades tipo bangalôs Hotel Resort Txai Terravista,,,15.461.076/0001-91
,2019-12-31,1,Imóveis para renda em construção,34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ,,,15.461.076/0001-91
,2019-03-31,1,Imóveis para renda em construção,Pedro Vicente,,,15.576.907/0001-70
,2019-03-31,1,Imóveis para renda em construção,Pátio do Colégio,,,15.576.907/0001-70
,2019-03-31,1,Imóveis para renda em construção,Estrada do Campo Limpo,,,15.576.907/0001-70
,2019-06-30,2,Imóveis para renda em construção,Pátio do Colégio,,,15.576.907/0001-70
,2019-06-30,2,Imóveis para renda em construção,Pedro Vicente,,,15.576.907/0001-70
