CNPJ_Fundo_Classe,Data_Referencia,Versao,Nome_Imovel,Endereco,Data_Alienacao,Area,Numero_Unidades,Outras_Caracteristicas_Relevantes,Percentual_Imovel_Total_Investido,Percentual_Imovel_PL,CNPJ_Fundo
24.796.967/0001-90,2022-12-31,1,2262556,Rua Senador Vergueiro 70,2022-11-29,130.0,1.0,,0.0042,0.0039,
24.796.967/0001-90,2022-12-31,1,2277009,"Rua Fonte da Saudade,252",2022-10-07,114.0,1.0,,0.005,0.0047,
24.796.967/0001-90,2022-12-31,1,2286190,"Rua Timóteo da Costa, 444",2022-10-03,110.0,1.0,,0.0067,0.0062,
24.796.967/0001-90,2022-12-31,1,229552,"Rua Jesuíno Arruda,318",2022-12-14,98.0,1.0,,0.0034,0.0032,
24.796.967/0001-90,2022-12-31,1,231459,"Rua Viradouro,29",2022-11-14,92.0,1.0,,0.0031,0.0029,
24.796.967/0001-90,2022-12-31,1,232161,"Rua Professor Tamandaré Tolêdo,64",2022-11-25,42.0,1.0,,0.0019,0.0017,
24.796.967/0001-90,2022-12-31,1,236190,"Rua Iaiá,107",2022-12-15,70.0,1.0,,0.0034,0.0032,
24.796.967/0001-90,2022-12-31,1,2460539,Rua Professor Gastão Bahiana 615,2022-12-23,120.0,1.0,,0.0049,0.0046,
24.796.967/0001-90,2022-12-31,1,269133,"Rua Monte Aprazível, 109",2022-10-24,37.0,1.0,,0.0019,0.0018,
24.796.967/0001-90,2022-12-31,1,275385,"Avenida Agami,352",2022-12-28,92.0,1.0,,0.0029,0.0027,
24.796.967/0001-90,2022-12-31,1,279558,"Avenida Pavão,130",2022-10-25,147.72,1.0,,0.005,0.0047,
24.796.967/0001-90,2022-12-31,1,2896367,Rua Visconde de Pirajá 8,2022-11-29,75.0,1.0,,0.0029,0.0027,
24.796.967/0001-90,2022-12-31,1,293661,Alameda dos Anapurus,2022-10-06,60.0,1.0,,0.002,0.0018,
24.796.967/0001-90,2022-12-31,1,296253,"Avenida Jurucê,552",2022-10-24,116.0,1.0,,0.0034,0.0032,
24.796.967/0001-90,2022-12-31,1,3015670,"Rua São Clemente,185",2022-11-29,64.0,1.0,,0.0022,0.0021,
24.796.967/0001-90,2022-12-31,1,3031279,Rua Guilhermina Guinle 59,2022-10-03,100.0,1.0,,0.0039,0.0036,
24.796.967/0001-90,2022-12-31,1,3067629,Rua Bulhões De Carvalho 622,2022-12-26,120.0,1.0,,0.0034,0.0032,
24.796.967/0001-90,2022-12-31,1,313083,"Rua Flórida,103",2022-12-15,38.0,1.0,,0.0018,0.0017,
24.796.967/0001-90,2022-12-31,1,3181847,"Avenida Rebouças,2636",2022-10-25,31.0,1.0,,0.0019,0.0018,
24.796.967/0001-90,2022-12-31,1,333178,"Rua João Cachoeira,1577",2022-11-30,40.03,1.0,,0.0021,0.002,
24.796.967/0001-90,2022-12-31,1,339865,"Rua Alvorada,942",2022-11-01,65.785,1.0,,0.0018,0.0016,
24.796.967/0001-90,2022-12-31,1,3720011,"Rua do Humaitá, 244",2022-11-29,53.0,1.0,,0.0019,0.0018,
24.796.967/0001-90,2022-12-31,1,486062,"Rua Pamplona, 346",2022-11-08,135.0,1.0,,0.0042,0.0039,
24.796.967/0001-90,2022-12-31,1,519548,Rua Doutor Miranda de Azevedo 1384,2022-11-21,58.0,1.0,,0.0018,0.0016,
24.796.967/0001-90,2022-12-31,1,557167,Rua Cardoso de Almeida,2022-12-15,71.0,1.0,,0.0028,0.0026,
24.796.967/0001-90,2022-12-31,1,568889,Rua Cardoso de Almeida 978,2022-10-10,117.0,1.0,,0.0027,0.0026,
24.796.967/0001-90,2022-12-31,1,579228,"Rua Bartira,1430",2022-10-05,60.0,1.0,,0.0017,0.0016,
24.796.967/0001-90,2022-12-31,1,591241,Rua Ribeiro De Barros 81,2022-10-10,75.17,1.0,,0.002,0.0019,
24.796.967/0001-90,2022-12-31,1,595491,"Rua Aibi, 16",2022-12-28,90.0,1.0,,0.0029,0.0027,
24.796.967/0001-90,2022-12-31,1,916704,"Rua Pássaros e Flores,105",2022-11-09,104.0,1.0,,0.0035,0.0033,
24.796.967/0001-90,2022-12-31,1,921983,"Rua Jaceru,346",2022-10-24,51.0,1.0,,0.002,0.0019,
24.796.967/0001-90,2022-12-31,1,923378,Rua Barão do Triunfo 786,2022-11-14,115.0,1.0,,0.0036,0.0034,
24.796.967/0001-90,2022-12-31,1,942244,Rua Ática 535,2022-10-07,75.09,1.0,,0.0017,0.0016,
24.796.967/0001-90,2022-12-31,1,970238,Rua Campos Vergueiro,2022-11-30,60.0,1.0,,0.0021,0.002,
26.195.121/0001-20,2022-09-30,1,Edifício Vila Olimpia Corporate Plaza 15º andar cj. 152,"Rua São Tomé, 86 - São Paulo/SP",2022-09-19,226.19,1.0,matrícula 173.518 do 4º Oficial de Registro de Imóveis,0.0,0.042344,
26.614.291/0001-00,2022-09-30,1,NISSEI,"Rodovia do Contorno Norte nº 305, Roça Grande, Colombo - PR",2022-09-20,39978.25,1.0,Edifício Industrial / Matrícula nº 62.273,0.03697,0.04174,
26.614.291/0001-00,2022-09-30,1,COPOBRÁS,"Avenida Maria Bonita, nº 266, Pimentas, Guarulhos - SP",2022-09-20,63938.51,1.0,Edifício Industrial / Matrícula nº 80.045,0.03549,0.04348,
26.642.834/0001-94,2022-03-31,1,EMGEA II,Rua Durval Fernandes Chaves  São Paulo SP,2022-03-02,12948.0,1.0,UNIDADE - 38570,0.0145,0.0028,
26.642.834/0001-94,2022-03-31,1,EMGEA II,Rua Durval Fernandes Chaves  São Paulo SP,2022-03-21,484.0,1.0,UNIDADE - 26811,0.012,0.0023,
26.642.834/0001-94,2022-03-31,1,VIVER - SPOT 2 - FII JIVE II,AlfredoBenzoni Ribeirão Preto SP,2022-02-09,40.0,1.0,RESIDENCIAL - 435,0.007,0.0013,
26.642.834/0001-94,2022-03-31,1,VIVER - SPOT 2 - FII JIVE II,AlfredoBenzoni Ribeirão Preto SP,2022-01-06,45.1,1.0,RESIDENCIAL - 517,0.0099,0.0019,
26.642.834/0001-94,2022-03-31,1,VIVER - SPOT 2 - FII JIVE II,AlfredoBenzoni Ribeirão Preto SP,2022-02-09,40.0,1.0,RESIDENCIAL - 436,0.007,0.0013,
26.642.834/0001-94,2022-03-31,1,VIVER - SPOT 2 - FII JIVE II,AlfredoBenzoni Ribeirão Preto SP,2022-01-27,45.1,1.0,RESIDENCIAL - 7,0.0096,0.0018,
26.642.834/0001-94,2022-03-31,1,VIVER - SPOT 2 - FII JIVE II,AlfredoBenzoni Ribeirão Preto SP,2022-01-17,45.1,1.0,RESIDENCIAL - 223,0.0097,0.0018,
26.642.834/0001-94,2022-03-31,1,VIVER - SPOT 2 - FII JIVE II,AlfredoBenzoni Ribeirão Preto SP,2022-02-14,40.0,1.0,RESIDENCIAL - 101,0.007,0.0013,
26.642.834/0001-94,2022-03-31,1,IDEIASNET,"R. Dr. Claudino dos Santos, 510 - Cidade Jardim, São José dos Pinhais PR",2022-02-24,46.2,1.0,UNIDADE - 72,0.0053,0.001,
26.642.834/0001-94,2022-03-31,1,OR - JAÇANÃ,R. Antônio Borges São Paulo SP,2022-01-21,58.25,1.0,2 - BLOCO 2Unidade135,0.0124,0.0023,
26.642.834/0001-94,2022-03-31,1,OR - JAÇANÃ,R. Antônio Borges São Paulo SP,2022-01-13,101.69,1.0,BLOCO 2Unidade5,0.0133,0.0025,
26.642.834/0001-94,2022-03-31,1,OR - JAÇANÃ,R. Antônio Borges São Paulo SP,2022-02-10,58.25,1.0,3 - BLOCO 3Unidade031,0.0121,0.0023,
26.642.834/0001-94,2022-03-31,1,OR - JAÇANÃ,R. Antônio Borges São Paulo SP,2022-02-04,58.25,1.0,1 - BLOCO 1Unidade41,0.012,0.0023,
26.642.834/0001-94,2022-03-31,1,OR - JAÇANÃ,R. Antônio Borges São Paulo SP,2022-02-10,58.25,1.0,1 - BLOCO 1Unidade31,0.0116,0.0022,
26.642.834/0001-94,2022-03-31,1,OR - JAÇANÃ,R. Antônio Borges São Paulo SP,2022-02-18,101.83,1.0,3 - BLOCO 3Unidade005,0.0141,0.0027,
26.642.834/0001-94,2022-03-31,1,VIVER - SPOT,AlfredoBenzoni Ribeirão Preto SP,2022-01-21,45.1,1.0,RESIDENCIAL - 113,0.0097,0.0018,
26.642.834/0001-94,2022-03-31,1,VIVER - SPOT,AlfredoBenzoni Ribeirão Preto SP,2022-02-07,40.0,1.0,RESIDENCIAL - 3,0.0092,0.0018,
26.642.834/0001-94,2022-03-31,1,VIVER - SPOT,AlfredoBenzoni Ribeirão Preto SP,2022-01-19,45.1,1.0,RESIDENCIAL - 9,0.0093,0.0018,
26.642.834/0001-94,2022-03-31,1,VIVER - SPOT,AlfredoBenzoni Ribeirão Preto SP,2022-01-29,45.1,1.0,RESIDENCIAL - 401,0.0077,0.0015,
26.642.834/0001-94,2022-03-31,1,VIVER - SPOT - FII,AlfredoBenzoni Ribeirão Preto SP,2022-01-12,45.1,1.0,RESIDENCIAL - 2,0.0052,0.001,
26.642.834/0001-94,2022-06-30,1,38570_EMGEA2,"RUA SENADOR LUCIO BITTENCOURT, 298  Apto 07",2022-06-23,187.87,1.0,UNIDADE - 38570,0.0033674864243529,0.0019657348842857,
26.642.834/0001-94,2022-06-30,1,JAÇANA,"Rua Antônio Borges, Parque Edu Chaves, São Paulo, SP - 02230100",2022-05-30,58.25,1.0,3 - BLOCO 3Unidade021,0.0091567263769295,0.0053451429929515,
26.642.834/0001-94,2022-06-30,1,SPOT_101,"R. Alfredo Benzoni, 3 (Marginal Av. Leão XIII) - Iguatemi - Ribeirão Preto - SP",2022-05-23,40.0,1.0,RESIDENCIAL - 101,0.001887275763973,0.0011016774347417,
26.642.834/0001-94,2022-06-30,1,SPOT_435,"R. Alfredo Benzoni, 3 (Marginal Av. Leão XIII) - Iguatemi - Ribeirão Preto - SP",2022-05-23,40.0,1.0,RESIDENCIAL - 435,0.001887275763973,0.0011016774347417,
26.642.834/0001-94,2022-06-30,1,SPOT_436,"R. Alfredo Benzoni, 3 (Marginal Av. Leão XIII) - Iguatemi - Ribeirão Preto - SP",2022-05-23,40.0,1.0,RESIDENCIAL - 436,0.001887275763973,0.0011016774347417,
26.642.834/0001-94,2022-06-30,1,SPOT_517,"R. Alfredo Benzoni, 3 (Marginal Av. Leão XIII) - Iguatemi - Ribeirão Preto - SP",2022-05-23,45.1,1.0,RESIDENCIAL - 517,0.0020291502998796,0.0011844952071926,
26.642.834/0001-94,2022-06-30,1,SPOT_7,"R. Alfredo Benzoni, 3 (Marginal Av. Leão XIII) - Iguatemi - Ribeirão Preto - SP",2022-05-23,45.1,1.0,RESIDENCIAL - 7,0.0020291502998796,0.0011844952071926,
26.642.834/0001-94,2022-12-31,1,CAS0008152,Rua Doutor Faivre,2022-12-01,112.35,1.0,,0.003,0.0018,
26.642.834/0001-94,2022-12-31,1,CAS0008106,Rua Inácio Reis,2022-11-22,1004.91,1.0,,0.0015,0.0009,
26.642.834/0001-94,2022-12-31,1,CAS0008168,Rua José Carlos de Resende,2022-10-10,99.64,1.0,,0.0047,0.0029,
26.642.834/0001-94,2022-12-31,1,CAS0016252,Av. João XXIII,2022-12-16,121.9,1.0,,0.0053,0.0033,
27.293.689/0001-46,2022-09-30,1,APTO. 181 BLOCO C - COND VENTANA,"Av. Dona Helena Pereira de Moraes, 415 - Panamby - São Paulo - SP",2022-09-01,142.9,1.0,Imóvel adquirido do Fundo Capital Ativo Fidic,0.176564642213252,0.12808686997136,
27.293.689/0001-46,2022-09-30,1,COND. RESIDENCIAL MY JOY - unid. 93,"Rua Francisco Tapajós, 359 - Vila Sto. Estéfano - São Paulo - SP",2022-07-05,41.43,1.0,Imóvel adquirido em dação de pagamento,0.0397958755546873,0.0289470473250701,
27.538.477/0001-81,2022-06-30,1,VITALE 83,"Av. Guido Golfeto N° 735 Campos Elíseos, na cidade de Ribeirão Preto - SP",2022-06-09,48.56,1.0,"APARTAMENTO nº 83 (oitenta e três), localizada no 8º pavimento ou 8º andar da torre 1 do Residencial Vitale, situado na avenida Guido Golfeto nº 735",,,
28.267.530/0001-10,2022-03-31,1,Domo Business - unidade 3621,"Rua Jose Versolato, n 111 São Bernardo do Campos",2021-09-16,61.2,1.0,Sala comercial,0.091,0.1007,
28.267.530/0001-10,2022-06-30,3,Domo Business - unidade 3621,"Rua Jose Versolato, n 111 São Bernardo do Campos",2021-09-16,61.2,1.0,Sala comercial,0.091,0.1007,
28.516.650/0001-03,2022-03-31,1,Condomínio Massimo Parque da Mooca,"R. Vicente Romano, 168",2022-03-28,257.96,1.0,,0.1424,0.0021,
28.516.650/0001-03,2022-06-30,1,Condomínio Massimo Parque da Mooca,"R. Vicente Romano, 168 - Parque da Mooca",2022-06-06,252.45,1.0,,0.141,0.002,
28.516.650/0001-03,2022-06-30,1,Condomínio Massimo Parque da Mooca,"R. Vicente Romano, 168 - Parque da Mooca",2022-04-25,253.07,1.0,,0.1967,0.0029,
28.516.650/0001-03,2022-12-31,1,Condomínio Massimo Parque da Mooca,"R. Vicente Romano, 168 - Parque da Mooca",2022-11-08,262.66,1.0,,0.25,0.0053,
28.516.650/0001-03,2022-12-31,1,Edifício Gibran,Rua Alberto Neder 424 - Campo Grande,2022-12-06,260.79,1.0,,0.0667,0.0055,
28.737.771/0001-85,2022-09-30,1,Imovél Clariant - Nações Unidas,"Avenida das Nações Unidas, 18001, Santo Amaro, Sao Paulo/SP, Brasil, 04795-900",2022-09-09,11.83259,1.0,Direito de Propriedade,0.22050076399553,0.274606,
28.893.734/0001-66,2022-03-31,1,GAI2_104,"Rua Adelina Leal, 358, Centro, Itaboraí - RJ -  Unid 104, 1º Andar -  Bloco - 2 - Vita Felice",2022-01-05,51.97,1.0,Nenhuma característica relevante,0.000993,0.699489,
28.893.734/0001-66,2022-03-31,1,KEY1101B,Sem endereço,2022-03-30,135.78,1.0,Nenhuma característica relevante,0.024695,2.031431,
28.893.734/0001-66,2022-03-31,1,SC_1102B,"Rua Missionário Gunnar Vingren, 1904 - Saint Charbel Residencial Saint Charbel Unidade 1102 B",2022-03-07,167.06,1.0,Nenhuma característica relevante,0.009129,3.235134,
28.893.734/0001-66,2022-03-31,1,SC_1101B,"Rua Missionário Gunnar Vingren, 1904 - Saint Charbel Residencial Saint Charbel Unidade 1101 B",2022-03-21,167.06,1.0,Nenhuma característica relevante,0.005387,3.176844,
28.893.734/0001-66,2022-03-31,1,IK704_1,Sem endereço,2022-03-29,202.14,1.0,Nenhuma característica relevante,0.002302,3.497443,
28.893.734/0001-66,2022-06-30,1,SC_601_A,,2022-04-12,,1.0,Nenhuma característica relevante.,0.002,,
28.893.734/0001-66,2022-06-30,1,AB_1401,,2022-04-12,,1.0,Nenhuma característica relevante.,0.003,,
28.893.734/0001-66,2022-06-30,1,AB_2802,,2022-04-13,,1.0,Nenhuma característica relevante.,0.0031,,
28.893.734/0001-66,2022-06-30,1,SC_1402A,,2022-04-27,,1.0,Nenhuma característica relevante.,0.002,,
28.893.734/0001-66,2022-06-30,1,SC_603_B,,2022-04-28,,1.0,Nenhuma característica relevante.,0.002,,
28.893.734/0001-66,2022-09-30,1,AB_1101,"Apartamento Residencial Sangario Empreendimentos ImobiliáriosResidencial Autêntico Batista Unidade 1101 - Avenida Serzedelo Correa,1191",2022-07-27,187.83,1.0,Nenhuma característica relevante.,0.0065142239353108,0.006313423064881,
28.893.734/0001-66,2022-09-30,1,AB_2101,"Apartamento Residencial Sangario Empreendimentos Imobiliários Residencial Autêntico Batista Unidade 2101  - Avenida Serzedelo Correa, 1191",2022-07-28,187.83,1.0,Nenhuma característica relevante.,0.006761599527791,0.0065531733078512,
28.893.734/0001-66,2022-09-30,1,AB_604,"Apartamento Residencial Sangario Empreendimentos Imobiliários Residencial Autêntico Batista Unidade 604  - Avenida Serzedelo Correa, 1191",2022-07-11,187.83,1.0,Nenhuma característica relevante.,0.0064357877718415,0.0062374046951588,
28.893.734/0001-66,2022-09-30,1,IK1101_4,Apartamento Residencial,2022-07-20,202.14,1.0,Nenhuma característica relevante.,0.0060335510361014,0.0058475669017113,
28.893.734/0001-66,2022-09-30,1,IKE501_3,Apartamento Residencial,2022-07-08,202.14,1.0,Nenhuma característica relevante.,0.0055508669532133,0.0053797615495744,
28.893.734/0001-66,2022-09-30,1,SC_301_B,"Apartamento Residencial Saint Charbel Residencial Saint Charbel Unidade 301 B - Rua Missionário Gunnar Vingren, 1904",2022-07-21,175.31,1.0,Nenhuma característica relevante.,0.004424604093141,0.0042882157279216,
28.893.734/0001-66,2022-09-30,1,SC_303_A,"Apartamento Residencial Saint Charbel Residencial Saint Charbel Unidade 303 A - Rua Missionário Gunnar Vingren, 1904",2022-07-11,178.68,1.0,Nenhuma característica relevante.,0.004384380419567,0.0042492319485769,
28.893.734/0001-66,2022-09-30,1,SC_303_B,"Apartamento Residencial Saint Charbel Residencial Saint Charbel Unidade 303 B - Rua Missionário Gunnar Vingren, 1904",2022-07-22,178.68,1.0,Nenhuma característica relevante.,0.0045050514402891,0.0043661832866111,
28.893.734/0001-66,2022-09-30,1,SINF_31A,"Apartamento Residencial GPX Residencial Sinfonia Unidade 31 - Rua Alcibio Ferreira Leme, 514",2022-07-25,127.66,1.0,Nenhuma característica relevante.,0.0018020205761156,0.0017464733146444,
28.893.734/0001-66,2022-09-30,1,AB_1102,"Apartamento Residencial Sangario Empreendimentos Imobiliários Residencial Autêntico Batista Unidade 1102  - Avenida Serzedelo Correa, 1191",2022-08-31,187.83,1.0,Nenhuma característica relevante.,0.0070225304982656,0.0068060610844605,
28.893.734/0001-66,2022-09-30,1,AB_1902,"Apartamento Residencial Sangario Empreendimentos Imobiliários Residencial Autêntico Batista Unidade 1902  - Avenida Serzedelo Correa, 1191",2022-08-25,187.83,1.0,Nenhuma característica relevante.,0.0066791409969643,0.0064732565601945,
28.893.734/0001-66,2022-09-30,1,AB_503,"Apartamento Residencial Sangario Empreendimentos Imobiliários Residencial Autêntico Batista Unidade 503  - Avenida Serzedelo Correa, 1191",2022-08-15,187.83,1.0,Nenhuma característica relevante.,0.0064357877718415,0.0062374046951588,
28.893.734/0001-66,2022-09-30,1,ED_21_2,"ApartamentoResidencialCheminCondomínioResidencialEdimburgoUnidade 21 2 -Rua DoutorAlbert Sabin, 257",2022-08-16,643.634,1.0,Nenhuma característica relevante.,0.0162503641239,0.015749446855276,
28.893.734/0001-66,2022-09-30,1,SC_1002B,"Apartamento Residencial Saint Charbel Residencial Saint Charbel Unidade 1002 B - Rua Missionário Gunnar Vingren, 1904",2022-08-01,167.06,1.0,Nenhuma característica relevante.,0.0045854987874371,0.0044441508453006,
28.893.734/0001-66,2022-09-30,1,SINF_18A,"Apartamento Residencial GPX Residencial Sinfonia Unidade 18 - Rua Alcibio Ferreira Leme, 514",2022-09-16,127.66,1.0,Nenhuma característica relevante.,0.0017505342739409,0.0016965740770832,
28.893.734/0001-66,2022-09-30,1,SINF_37B,"Apartamento Residencial GPX Residencial Sinfonia Unidade 37 - Rua Alcibio Ferreira Leme, 514",2022-09-02,127.66,1.0,Nenhuma característica relevante.,0.0017819087393286,0.0017269814249721,
28.893.734/0001-66,2022-12-30,1,PL3_1104,"Rua Embira, 149",2022-12-30,225.2,1.0,Nenhuma característica relevante.,0.002622,0.007522,
28.893.734/0001-66,2022-12-30,1,SINF_32A,"Rua Alcibio Ferreira Leme, 514 - GPX Residencial Sinfonia Unidade 32",2022-11-11,127.66,1.0,Nenhuma característica relevante,0.000775,0.002212,
28.893.734/0001-66,2022-12-30,1,AB_303,"Avenida Serzedelo Correa, 1191 - Sangario Empreendimentos Imobiliários Residencial Autêntico Batista Unidade 303",2022-12-29,187.83,1.0,Nenhuma característica relevante,0.002527,0.007244,
28.893.734/0001-66,2022-12-30,1,SC_101_A,"Rua Missionário Gunnar Vingren, 1904 - Saint Charbel Residencial Saint Charbel Unidade 101 A",2022-10-07,175.31,1.0,Nenhuma característica relevante,0.00182,0.005201,
28.893.734/0001-66,2022-12-30,1,AB_2801,"Avenida Serzedelo Correa, 1191 - Sangario Empreendimentos Imobiliários Residencial Autêntico Batista Unidade 2801",2022-12-08,187.83,1.0,Nenhuma característica relevante,0.002764,0.007901,
28.893.734/0001-66,2022-12-30,1,AB_602,"Avenida Serzedelo Correa, 1191 - Sangario Empreendimentos Imobiliários Residencial Autêntico Batista Unidade 602",2022-10-18,187.83,1.0,Nenhuma característica relevante,0.00257,0.00733,
28.893.734/0001-66,2022-12-30,1,AB_502,"Avenida Serzedelo Correa, 1191 - Sangario Empreendimentos Imobiliários Residencial Autêntico Batista Unidade 502",2022-12-22,187.83,1.0,Nenhuma característica relevante,0.002594,0.007429,
28.893.734/0001-66,2022-12-30,1,SINF_35A,"Rua Alcibio Ferreira Leme, 514 - GPX Residencial Sinfonia Unidade 35",2022-10-26,148.99,1.0,Nenhuma característica relevante,0.000854,0.002433,
28.893.734/0001-66,2022-12-30,1,ED_1_1,"RuaDoutor AlbertSabin, 250 - CheminCondomínioResidencialEdimburgoUnidade 1 1(Garden)",2022-10-26,1337141.0,1.0,Nenhuma característica relevante,0.007167,0.020431,
28.893.734/0001-66,2022-12-30,1,ED_12_1,"Rua DoutorAlbert Sabin, 251 - CheminCondomínioResidencialEdimburgoUnidade 12 1",2022-12-28,643634.0,1.0,Nenhuma característica relevante,0.00609,0.017459,
28.893.734/0001-66,2022-12-30,1,ED_141_1,"Rua DoutorAlbert Sabin, 253 - CheminCondomínioResidencialEdimburgoUnidade 141 1",2022-11-29,972035.0,1.0,Nenhuma característica relevante,0.008623,0.02461,
28.893.734/0001-66,2022-12-30,1,IK1904_2,Sem endereço,2022-10-11,202.14,1.0,Nenhuma característica relevante,0.002182,0.006222,
28.893.734/0001-66,2022-12-30,1,UNQ1101A,"Av. Via Lactea, 640",2022-10-11,310.51,1.0,Nenhuma característica relevante,0.004193,0.011955,
28.893.734/0001-66,2022-12-30,1,RV5_404,"Avenida Coronel Teixeira, 5513",2022-11-24,179.23,1.0,Nenhuma característica relevante,0.001468,0.00419,
28.893.734/0001-66,2022-12-30,1,RV1_204,"Avenida Coronel Teixeira, 5513",2022-10-14,179.23,1.0,Nenhuma característica relevante,0.001497,0.00427,
28.893.734/0001-66,2022-12-30,1,RV2_2,"Avenida Coronel Teixeira, 5513",2022-12-23,126.64,1.0,Nenhuma característica relevante,0.001028,0.002946,
28.893.734/0001-66,2022-12-30,1,RV6_1003,"Avenida Coronel Teixeira, 5513",2022-11-24,126.64,1.0,Nenhuma característica relevante,0.001184,0.00338,
28.893.734/0001-66,2022-12-30,1,RV3_2,"Avenida Coronel Teixeira, 5513",2022-12-27,126.64,1.0,Nenhuma característica relevante,0.001028,0.002946,
28.893.734/0001-66,2022-12-30,1,RV4_1,"Avenida Coronel Teixeira, 5513",2022-12-23,126.64,1.0,Nenhuma característica relevante,0.001029,0.002947,
28.893.734/0001-66,2022-12-30,1,RV4_1102,"Avenida Coronel Teixeira, 5513",2022-11-03,126.64,1.0,Nenhuma característica relevante,0.001153,0.003287,
28.893.734/0001-66,2022-12-30,1,LU1_301,"Rua Salgueiro, 379",2022-11-09,353.72,1.0,Nenhuma característica relevante.,0.003938,0.011237,
28.893.734/0001-66,2022-12-30,1,LU1_602,"Rua Salgueiro, 379",2022-12-21,353.72,1.0,Nenhuma característica relevante.,0.003733,0.01068,
28.893.734/0001-66,2022-12-30,1,LU3_1704,"Rua Salgueiro, 379",2022-12-28,265.53,1.0,Nenhuma característica relevante.,0.003162,0.009064,
28.893.734/0001-66,2022-12-30,1,PL1_2003,"Rua Embira, 149",2022-12-22,225.2,1.0,Nenhuma característica relevante.,0.002512,0.007197,
28.893.734/0001-66,2022-12-30,1,PL3_2802,"Rua Embira, 149",2022-12-14,399.86,1.0,Nenhuma característica relevante.,0.003958,0.011314,
28.893.734/0001-66,2022-12-30,1,PL3_602,"Rua Embira, 149",2022-12-22,225.2,1.0,Nenhuma característica relevante.,0.002512,0.007197,
28.893.734/0001-66,2022-12-30,1,PL4_2801,"Rua Embira, 149",2022-12-08,399.86,1.0,Nenhuma característica relevante.,0.004678,0.013369,
28.893.734/0001-66,2022-12-30,1,PL4_2802,"Rua Embira, 149",2022-11-28,399.86,1.0,Nenhuma característica relevante.,0.003963,0.011314,
28.893.734/0001-66,2022-12-30,1,BEL_R64,"Avenida Chácara das Nascentes, S/N",2022-12-12,78.13,1.0,Nenhuma característica relevante.,0.000972,0.002777,
28.893.734/0001-66,2022-12-30,1,IT_1141,"Estrada União e Indústria, 10396",2022-12-15,69.89,1.0,Nenhuma característica relevante,0.001181,0.003375,
28.893.734/0001-66,2022-12-30,1,IT_3065,"Estrada União e Indústria, 10396",2022-11-30,114.98,1.0,Nenhuma característica relevante,0.001834,0.005232,
28.893.734/0001-66,2022-12-30,1,ST1_1302,"Rua Henrique Scheid, 21",2022-10-19,77.38,1.0,Nenhuma característica relevante,0.001436,0.004096,
29.641.226/0001-53,2022-03-31,1,Pernambucanas Batatais,"R. Coronel Joaquim Rosa, 29 e 35, Batatais, SP",2022-01-21,727.18,1.0,-,0.002244,0.002334,
29.641.226/0001-53,2022-06-30,1,Pernambucanas Lorena,"R. Dr. Rodrigues De Azevedo, 139/145, Lorena, SP",2022-04-27,1271.43,1.0,-,0.00176,0.001852,
29.641.226/0001-53,2022-06-30,1,Pernambucanas Caçador,"Av. Barão Do Rio Branco, 484, Caçador, SC",2022-04-29,1043.0,1.0,-,0.001717,0.001806,
29.641.226/0001-53,2022-06-30,1,Pernambucanas São Sebastião do Paraíso,"Praça Comendador José Honório, 207, São Sebastião do Paraíso, MG",2022-05-06,1070.82,1.0,-,0.002659,0.002721,
29.641.226/0001-53,2022-06-30,1,Pernambucanas Francisco Beltrão,"Av. Julio A. Cavalheiro, 655, Francisco Beltrão, PR",2022-06-30,1336.35,1.0,-,0.002402,0.002465,
29.641.226/0001-53,2022-06-30,1,Pernambucanas Garça,"Rua Carlos Ferrari, 222/226, e Praça Rui Barbosa, 373, Garça, SP",2022-06-30,373.75,1.0,-,0.000734,0.000754,
29.641.226/0001-53,2022-09-30,1,Pernambucanas Videira,"R. Saul Brandalise, 180, Videira, SC",2022-07-11,922.04,1.0,-,0.0016,0.001677,
29.641.226/0001-53,2022-09-30,1,Pernambucanas Sete De Setembro,"R. Sete De Setembro, 180/184, São José Dos Campos, SP",2022-07-22,1649.58,1.0,-,0.004228,0.004434,
29.641.226/0001-53,2022-09-30,1,Pernambucanas Pato Branco,"Av. Tupi, 2425, Pato Branco, PR",2022-09-01,1650.55,1.0,-,0.003289,0.003405,
29.641.226/0001-53,2022-09-30,1,Pernambucanas Mogi Das Cruzes,"R. Dr. Deodato Wertheimer, 1350, Mogi das Cruzes, SP",2022-09-01,1081.0,1.0,-,0.003355,0.003473,
29.641.226/0001-53,2022-09-30,1,Pernambucanas Votuporanga,"R. Amazonas, 3395, Votuporanga, SP",2022-09-02,1412.94,1.0,-,0.003333,0.003451,
29.641.226/0001-53,2022-09-30,1,Pernambucanas Ourinhos,"Praça Melo Peixoto, 130, Ourinhos, SP",2022-09-15,954.0,1.0,-,0.002406,0.002491,
29.641.226/0001-53,2022-09-30,1,Pernambucanas Lapa,"R. Barão Do Rio Branco, 1444, Lapa, PR",2022-09-21,1453.52,1.0,-,0.001876,0.001943,
29.641.226/0001-53,2022-12-31,1,Pernambucanas Alfenas,"Praça Getúlio Vargas,250, Alfenas,MG",2022-10-26,1645.29,1.0,-,0.003514,0.003577,
29.641.226/0001-53,2022-12-31,1,Pernambucanas Monte Alto,"R. Nhonho Livramento, 1660, Monte Alto, SP",2022-11-08,952.15,1.0,-,0.002549,0.002594,
